HQ,Country,State_of_outlet,City_of_outlet,Month,Day,Year,Total_Sales
Asia,India,,Bombay (Mumbai),12,10,2011,80.9
Asia,India,,Bombay (Mumbai),12,11,2011,78
Asia,India,,Bombay (Mumbai),12,12,2011,80.4
Asia,India,,Bombay (Mumbai),12,13,2011,83.7
Asia,India,,Bombay (Mumbai),12,14,2011,82.4
Asia,India,,Bombay (Mumbai),12,15,2011,80.6
Asia,India,,Bombay (Mumbai),12,16,2011,81.1
Asia,India,,Bombay (Mumbai),12,17,2011,80.3
Asia,India,,Bombay (Mumbai),12,18,2011,80.9
Asia,India,,Bombay (Mumbai),12,19,2011,80.5
Asia,India,,Bombay (Mumbai),12,20,2011,80.1
Asia,India,,Bombay (Mumbai),12,21,2011,80
Asia,India,,Bombay (Mumbai),12,22,2011,79.7
Asia,India,,Bombay (Mumbai),12,23,2011,78.8
Asia,India,,Bombay (Mumbai),12,24,2011,78.7
Asia,India,,Bombay (Mumbai),12,25,2011,79.1
Asia,India,,Bombay (Mumbai),12,26,2011,76.3
Asia,India,,Bombay (Mumbai),12,27,2011,73.8
Asia,India,,Bombay (Mumbai),12,28,2011,74.5
Asia,India,,Bombay (Mumbai),12,29,2011,75.2
Asia,India,,Bombay (Mumbai),12,30,2011,77
Asia,India,,Bombay (Mumbai),12,31,2011,76.5
Asia,India,,Calcutta,1,1,2011,70.4
Asia,India,,Calcutta,1,2,2011,63.2
Asia,India,,Calcutta,1,3,2011,61.6
Asia,India,,Calcutta,1,4,2011,61.2
Asia,India,,Calcutta,1,5,2011,62.1
Asia,India,,Calcutta,1,6,2011,62.9
Asia,India,,Calcutta,1,7,2011,62.3
Asia,India,,Calcutta,1,8,2011,62.9
Asia,India,,Calcutta,1,9,2011,64
Asia,India,,Calcutta,1,10,2011,61.9
Asia,India,,Calcutta,1,11,2011,56.6
Asia,India,,Calcutta,1,12,2011,57.8
Asia,India,,Calcutta,1,13,2011,57.6
Asia,India,,Calcutta,1,14,2011,61.9
Asia,India,,Calcutta,1,15,2011,67.2
Asia,India,,Calcutta,1,16,2011,67.5
Asia,India,,Calcutta,1,17,2011,60.3
Asia,India,,Calcutta,1,18,2011,61.4
Asia,India,,Calcutta,1,19,2011,65.1
Asia,India,,Calcutta,1,20,2011,64
Asia,India,,Calcutta,1,21,2011,62
Asia,India,,Calcutta,1,22,2011,62.7
Asia,India,,Calcutta,1,23,2011,66.3
Asia,India,,Calcutta,1,24,2011,66.7
Asia,India,,Calcutta,1,25,2011,69
Asia,India,,Calcutta,1,26,2011,68.8
Asia,India,,Calcutta,1,27,2011,68.5
Asia,India,,Calcutta,1,28,2011,66.2
Asia,India,,Calcutta,1,29,2011,66.3
Asia,India,,Calcutta,1,30,2011,69.4
Asia,India,,Calcutta,1,31,2011,71.8
Asia,India,,Calcutta,2,1,2011,67.7
Asia,India,,Calcutta,2,2,2011,66.5
Asia,India,,Calcutta,2,3,2011,68
Asia,India,,Calcutta,2,4,2011,69.5
Asia,India,,Calcutta,2,5,2011,69
Asia,India,,Calcutta,2,6,2011,69.4
Asia,India,,Calcutta,2,7,2011,72.3
Asia,India,,Calcutta,2,8,2011,76.4
Asia,India,,Calcutta,2,9,2011,74.3
Asia,India,,Calcutta,2,10,2011,70
Asia,India,,Calcutta,2,11,2011,70.7
Asia,India,,Calcutta,2,12,2011,71.8
Asia,India,,Calcutta,2,13,2011,74.3
Asia,India,,Calcutta,2,14,2011,75.1
Asia,India,,Calcutta,2,15,2011,80
Asia,India,,Calcutta,2,16,2011,80.2
Asia,India,,Calcutta,2,17,2011,72.6
Asia,India,,Calcutta,2,18,2011,73.2
Asia,India,,Calcutta,2,19,2011,75.8
Asia,India,,Calcutta,2,20,2011,74.4
Asia,India,,Calcutta,2,21,2011,67.9
Asia,India,,Calcutta,2,22,2011,70.9
Asia,India,,Calcutta,2,23,2011,70.2
Asia,India,,Calcutta,2,24,2011,71.1
Asia,India,,Calcutta,2,25,2011,71.5
Asia,India,,Calcutta,2,26,2011,74.1
Asia,India,,Calcutta,2,27,2011,73.7
Asia,India,,Calcutta,2,28,2011,76.8
Asia,India,,Calcutta,3,1,2011,71.7
Asia,India,,Calcutta,3,2,2011,73.9
Asia,India,,Calcutta,3,3,2011,76.8
Asia,India,,Calcutta,3,4,2011,80.8
Asia,India,,Calcutta,3,5,2011,81.7
Asia,India,,Calcutta,3,6,2011,80
Asia,India,,Calcutta,3,7,2011,81
Asia,India,,Calcutta,3,8,2011,80.9
Asia,India,,Calcutta,3,9,2011,82.1
Asia,India,,Calcutta,3,10,2011,83.8
Asia,India,,Calcutta,3,11,2011,73.9
Asia,India,,Calcutta,3,12,2011,80
Asia,India,,Calcutta,3,13,2011,80
Asia,India,,Calcutta,3,14,2011,78.3
Asia,India,,Calcutta,3,15,2011,81.7
Asia,India,,Calcutta,3,16,2011,80.3
Asia,India,,Calcutta,3,17,2011,81.6
Asia,India,,Calcutta,3,18,2011,82.2
Asia,India,,Calcutta,3,19,2011,83.9
Asia,India,,Calcutta,3,20,2011,84.2
Asia,India,,Calcutta,3,21,2011,84.8
Asia,India,,Calcutta,3,22,2011,84.8
Asia,India,,Calcutta,3,23,2011,85.4
Asia,India,,Calcutta,3,24,2011,82.5
Asia,India,,Calcutta,3,25,2011,80.6
Asia,India,,Calcutta,3,26,2011,84.2
Asia,India,,Calcutta,3,27,2011,81.2
Asia,India,,Calcutta,3,28,2011,76.1
Asia,India,,Calcutta,3,29,2011,81.5
Asia,India,,Calcutta,3,30,2011,80.9
Asia,India,,Calcutta,3,31,2011,83.3
Asia,India,,Calcutta,4,1,2011,84.7
Asia,India,,Calcutta,4,2,2011,84.9
Asia,India,,Calcutta,4,3,2011,84.3
Asia,India,,Calcutta,4,4,2011,79.7
Asia,India,,Calcutta,4,5,2011,78.5
Asia,India,,Calcutta,4,6,2011,81.5
Asia,India,,Calcutta,4,7,2011,85.3
Asia,India,,Calcutta,4,8,2011,85.7
Asia,India,,Calcutta,4,9,2011,84.5
Asia,India,,Calcutta,4,10,2011,83.7
Asia,India,,Calcutta,4,11,2011,85.9
Asia,India,,Calcutta,4,12,2011,85.1
Asia,India,,Calcutta,4,13,2011,87.1
Asia,India,,Calcutta,4,14,2011,85.1
Asia,India,,Calcutta,4,15,2011,84.6
Asia,India,,Calcutta,4,16,2011,86.2
Asia,India,,Calcutta,4,17,2011,88
Asia,India,,Calcutta,4,18,2011,85.2
Asia,India,,Calcutta,4,19,2011,85
Asia,India,,Calcutta,4,20,2011,84.5
Asia,India,,Calcutta,4,21,2011,83.2
Asia,India,,Calcutta,4,22,2011,82.4
Asia,India,,Calcutta,4,23,2011,85.1
Asia,India,,Calcutta,4,24,2011,84.7
Asia,India,,Calcutta,4,25,2011,81.1
Asia,India,,Calcutta,4,26,2011,81.6
Asia,India,,Calcutta,4,27,2011,80.6
Asia,India,,Calcutta,4,28,2011,81.4
Asia,India,,Calcutta,4,29,2011,85.5
Asia,India,,Calcutta,4,30,2011,85.8
Asia,India,,Calcutta,5,1,2011,85.8
Asia,India,,Calcutta,5,2,2011,84.1
Asia,India,,Calcutta,5,3,2011,84.7
Asia,India,,Calcutta,5,4,2011,80.4
Asia,India,,Calcutta,5,5,2011,84.9
Asia,India,,Calcutta,5,6,2011,85.7
Asia,India,,Calcutta,5,7,2011,84.6
Asia,India,,Calcutta,5,8,2011,84
Asia,India,,Calcutta,5,9,2011,89.5
Asia,India,,Calcutta,5,10,2011,89.8
Asia,India,,Calcutta,5,11,2011,84.8
Asia,India,,Calcutta,5,12,2011,87.5
Asia,India,,Calcutta,5,13,2011,88.7
Asia,India,,Calcutta,5,14,2011,85.9
Asia,India,,Calcutta,5,15,2011,90.1
Asia,India,,Calcutta,5,16,2011,89.5
Asia,India,,Calcutta,5,17,2011,89.2
Asia,India,,Calcutta,5,18,2011,84.9
Asia,India,,Calcutta,5,19,2011,75.2
Asia,India,,Calcutta,5,20,2011,83.4
Asia,India,,Calcutta,5,21,2011,84.2
Asia,India,,Calcutta,5,22,2011,87.9
Asia,India,,Calcutta,5,23,2011,88.8
Asia,India,,Calcutta,5,24,2011,85.4
Asia,India,,Calcutta,5,25,2011,87
Asia,India,,Calcutta,5,26,2011,84.8
Asia,India,,Calcutta,5,27,2011,87.2
Asia,India,,Calcutta,5,28,2011,86.8
Asia,India,,Calcutta,5,29,2011,87.7
Asia,India,,Calcutta,5,30,2011,85.3
Asia,India,,Calcutta,5,31,2011,85
Asia,India,,Calcutta,6,1,2011,87.8
Asia,India,,Calcutta,6,2,2011,88.2
Asia,India,,Calcutta,6,3,2011,88.7
Asia,India,,Calcutta,6,4,2011,88.7
Asia,India,,Calcutta,6,5,2011,88.4
Asia,India,,Calcutta,6,6,2011,89.1
Asia,India,,Calcutta,6,7,2011,89.1
Asia,India,,Calcutta,6,8,2011,88.7
Asia,India,,Calcutta,6,9,2011,89.5
Asia,India,,Calcutta,6,10,2011,91.1
Asia,India,,Calcutta,6,11,2011,86
Asia,India,,Calcutta,6,12,2011,86.8
Asia,India,,Calcutta,6,13,2011,88.7
Asia,India,,Calcutta,6,14,2011,84.7
Asia,India,,Calcutta,6,15,2011,83.4
Asia,India,,Calcutta,6,16,2011,80.4
Asia,India,,Calcutta,6,17,2011,78.8
Asia,India,,Calcutta,6,18,2011,81.4
Asia,India,,Calcutta,6,19,2011,82.7
Asia,India,,Calcutta,6,20,2011,82.4
Asia,India,,Calcutta,6,21,2011,81.5
Asia,India,,Calcutta,6,22,2011,83.2
Asia,India,,Calcutta,6,23,2011,86
Asia,India,,Calcutta,6,24,2011,86
Asia,India,,Calcutta,6,25,2011,84
Asia,India,,Calcutta,6,26,2011,83.5
Asia,India,,Calcutta,6,27,2011,82.9
Asia,India,,Calcutta,6,28,2011,82.9
Asia,India,,Calcutta,6,29,2011,81.5
Asia,India,,Calcutta,6,30,2011,84.3
Asia,India,,Calcutta,7,1,2011,84.2
Asia,India,,Calcutta,7,2,2011,82.1
Asia,India,,Calcutta,7,3,2011,82.5
Asia,India,,Calcutta,7,4,2011,83.2
Asia,India,,Calcutta,7,5,2011,82.7
Asia,India,,Calcutta,7,6,2011,82.5
Asia,India,,Calcutta,7,7,2011,80.2
Asia,India,,Calcutta,7,8,2011,85.2
Asia,India,,Calcutta,7,9,2011,85.6
Asia,India,,Calcutta,7,10,2011,88.4
Asia,India,,Calcutta,7,11,2011,88.2
Asia,India,,Calcutta,7,12,2011,86.6
Asia,India,,Calcutta,7,13,2011,84.9
Asia,India,,Calcutta,7,14,2011,85.3
Asia,India,,Calcutta,7,15,2011,85.4
Asia,India,,Calcutta,7,16,2011,86.1
Asia,India,,Calcutta,7,17,2011,84.4
Asia,India,,Calcutta,7,18,2011,86.9
Asia,India,,Calcutta,7,19,2011,85.7
Asia,India,,Calcutta,7,20,2011,82.1
Asia,India,,Calcutta,7,21,2011,79.7
Asia,India,,Calcutta,7,22,2011,81.9
Asia,India,,Calcutta,7,23,2011,84.8
Asia,India,,Calcutta,7,24,2011,86.2
Asia,India,,Calcutta,7,25,2011,86.2
Asia,India,,Calcutta,7,26,2011,87.9
Asia,India,,Calcutta,7,27,2011,87.8
Asia,India,,Calcutta,7,28,2011,88.9
Asia,India,,Calcutta,7,29,2011,88.6
Asia,India,,Calcutta,7,30,2011,89.8
Asia,India,,Calcutta,7,31,2011,90.5
Asia,India,,Calcutta,8,1,2011,89.9
Asia,India,,Calcutta,8,2,2011,87.3
Asia,India,,Calcutta,8,3,2011,86
Asia,India,,Calcutta,8,4,2011,85.7
Asia,India,,Calcutta,8,5,2011,85.3
Asia,India,,Calcutta,8,6,2011,81.8
Asia,India,,Calcutta,8,7,2011,80.2
Asia,India,,Calcutta,8,8,2011,79.7
Asia,India,,Calcutta,8,9,2011,80.2
Asia,India,,Calcutta,8,10,2011,80.1
Asia,India,,Calcutta,8,11,2011,81.1
Asia,India,,Calcutta,8,12,2011,79.8
Asia,India,,Calcutta,8,13,2011,79
Asia,India,,Calcutta,8,14,2011,83.4
Asia,India,,Calcutta,8,15,2011,86.9
Asia,India,,Calcutta,8,16,2011,82.6
Asia,India,,Calcutta,8,17,2011,80.7
Asia,India,,Calcutta,8,18,2011,82
Asia,India,,Calcutta,8,19,2011,84.5
Asia,India,,Calcutta,8,20,2011,87
Asia,India,,Calcutta,8,21,2011,87.5
Asia,India,,Calcutta,8,22,2011,85.2
Asia,India,,Calcutta,8,23,2011,86.7
Asia,India,,Calcutta,8,24,2011,87.2
Asia,India,,Calcutta,8,25,2011,84.2
Asia,India,,Calcutta,8,26,2011,83.4
Asia,India,,Calcutta,8,27,2011,84.2
Asia,India,,Calcutta,8,28,2011,84.6
Asia,India,,Calcutta,8,29,2011,85.9
Asia,India,,Calcutta,8,30,2011,84.8
Asia,India,,Calcutta,8,31,2011,83.3
Asia,India,,Calcutta,9,1,2011,82.6
Asia,India,,Calcutta,9,2,2011,80
Asia,India,,Calcutta,9,3,2011,83.9
Asia,India,,Calcutta,9,4,2011,83.7
Asia,India,,Calcutta,9,5,2011,85.1
Asia,India,,Calcutta,9,6,2011,83.7
Asia,India,,Calcutta,9,7,2011,83.9
Asia,India,,Calcutta,9,8,2011,83.4
Asia,India,,Calcutta,9,9,2011,82.9
Asia,India,,Calcutta,9,10,2011,82.5
Asia,India,,Calcutta,9,11,2011,85.4
Asia,India,,Calcutta,9,12,2011,88.2
Asia,India,,Calcutta,9,13,2011,86.9
Asia,India,,Calcutta,9,14,2011,81.5
Asia,India,,Calcutta,9,15,2011,83.1
Asia,India,,Calcutta,9,16,2011,83.6
Asia,India,,Calcutta,9,17,2011,83.9
Asia,India,,Calcutta,9,18,2011,82.8
Asia,India,,Calcutta,9,19,2011,83
Asia,India,,Calcutta,9,20,2011,84.5
Asia,India,,Calcutta,9,21,2011,82.3
Asia,India,,Calcutta,9,22,2011,82.2
Asia,India,,Calcutta,9,23,2011,81.5
Asia,India,,Calcutta,9,24,2011,82.9
Asia,India,,Calcutta,9,25,2011,82.5
Asia,India,,Calcutta,9,26,2011,84.7
Asia,India,,Calcutta,9,27,2011,84.2
Asia,India,,Calcutta,9,28,2011,85.3
Asia,India,,Calcutta,9,29,2011,85.1
Asia,India,,Calcutta,9,30,2011,87.1
Asia,India,,Calcutta,10,1,2011,86.1
Asia,India,,Calcutta,10,2,2011,85.4
Asia,India,,Calcutta,10,3,2011,86
Asia,India,,Calcutta,10,4,2011,86
Asia,India,,Calcutta,10,5,2011,85.9
Asia,India,,Calcutta,10,6,2011,87.6
Asia,India,,Calcutta,10,7,2011,85.4
Asia,India,,Calcutta,10,8,2011,85.1
Asia,India,,Calcutta,10,9,2011,83.7
Asia,India,,Calcutta,10,10,2011,85.6
Asia,India,,Calcutta,10,11,2011,87.2
Asia,India,,Calcutta,10,12,2011,87.2
Asia,India,,Calcutta,10,13,2011,86.7
Asia,India,,Calcutta,10,14,2011,86
Asia,India,,Calcutta,10,15,2011,85.6
Asia,India,,Calcutta,10,16,2011,85.2
Asia,India,,Calcutta,10,17,2011,84.7
Asia,India,,Calcutta,10,18,2011,81.7
Asia,India,,Calcutta,10,19,2011,83.6
Asia,India,,Calcutta,10,20,2011,85.4
Asia,India,,Calcutta,10,21,2011,78.5
Asia,India,,Calcutta,10,22,2011,79.3
Asia,India,,Calcutta,10,23,2011,80.1
Asia,India,,Calcutta,10,24,2011,81.2
Asia,India,,Calcutta,10,25,2011,80.3
Asia,India,,Calcutta,10,26,2011,81.1
Asia,India,,Calcutta,10,27,2011,80.3
Asia,India,,Calcutta,10,28,2011,80.4
Asia,India,,Calcutta,10,29,2011,76.9
Asia,India,,Calcutta,10,30,2011,76.6
Asia,India,,Calcutta,10,31,2011,76.4
Asia,India,,Calcutta,11,1,2011,78.1
Asia,India,,Calcutta,11,2,2011,75.6
Asia,India,,Calcutta,11,3,2011,76.4
Asia,India,,Calcutta,11,4,2011,77.4
Asia,India,,Calcutta,11,5,2011,78.2
Asia,India,,Calcutta,11,6,2011,76.8
Asia,India,,Calcutta,11,7,2011,77.1
Asia,India,,Calcutta,11,8,2011,76.3
Asia,India,,Calcutta,11,9,2011,76.9
Asia,India,,Calcutta,11,10,2011,76.3
Asia,India,,Calcutta,11,11,2011,77.7
Asia,India,,Calcutta,11,12,2011,78.7
Asia,India,,Calcutta,11,13,2011,80.2
Asia,India,,Calcutta,11,14,2011,77.7
Asia,India,,Calcutta,11,15,2011,76.8
Asia,India,,Calcutta,11,16,2011,76.6
Asia,India,,Calcutta,11,17,2011,75.2
Asia,India,,Calcutta,11,18,2011,75.2
Asia,India,,Calcutta,11,19,2011,75.5
Asia,India,,Calcutta,11,20,2011,74.1
Asia,India,,Calcutta,11,21,2011,74.3
Asia,India,,Calcutta,11,22,2011,74.6
Asia,India,,Calcutta,11,23,2011,74.2
Asia,India,,Calcutta,11,24,2011,74.5
Asia,India,,Calcutta,11,25,2011,74.9
Asia,India,,Calcutta,11,26,2011,73.9
Asia,India,,Calcutta,11,27,2011,73.3
Asia,India,,Calcutta,11,28,2011,71.6
Asia,India,,Calcutta,11,29,2011,71.6
Asia,India,,Calcutta,11,30,2011,71.1
Asia,India,,Calcutta,12,1,2011,70.5
Asia,India,,Calcutta,12,2,2011,72.1
Asia,India,,Calcutta,12,3,2011,74
Asia,India,,Calcutta,12,4,2011,75
Asia,India,,Calcutta,12,5,2011,74.3
Asia,India,,Calcutta,12,6,2011,73
Asia,India,,Calcutta,12,7,2011,72.3
Asia,India,,Calcutta,12,8,2011,72.2
Asia,India,,Calcutta,12,9,2011,72.1
Asia,India,,Calcutta,12,10,2011,71.1
Asia,India,,Calcutta,12,11,2011,73.4
Asia,India,,Calcutta,12,12,2011,69.1
Asia,India,,Calcutta,12,13,2011,68.3
Asia,India,,Calcutta,12,14,2011,65.7
Asia,India,,Calcutta,12,15,2011,64.6
Asia,India,,Calcutta,12,16,2011,61.9
Asia,India,,Calcutta,12,17,2011,62.2
Asia,India,,Calcutta,12,18,2011,61.9
Asia,India,,Calcutta,12,19,2011,62.7
Asia,India,,Calcutta,12,20,2011,62.9
Asia,India,,Calcutta,12,21,2011,60.5
Asia,India,,Calcutta,12,22,2011,61.7
Asia,India,,Calcutta,12,23,2011,62.1
Asia,India,,Calcutta,12,24,2011,61.4
Asia,India,,Calcutta,12,25,2011,63.6
Asia,India,,Calcutta,12,26,2011,66.8
Asia,India,,Calcutta,12,27,2011,68.7
Asia,India,,Calcutta,12,28,2011,71.4
Asia,India,,Calcutta,12,29,2011,72.2
Asia,India,,Calcutta,12,30,2011,73.3
Asia,India,,Calcutta,12,31,2011,72.2
Asia,India,,Chennai (Madras),1,1,2011,77.1
Asia,India,,Chennai (Madras),1,2,2011,77.6
Asia,India,,Chennai (Madras),1,3,2011,78.4
Asia,India,,Chennai (Madras),1,4,2011,78.1
Asia,India,,Chennai (Madras),1,5,2011,77.1
Asia,India,,Chennai (Madras),1,6,2011,76.3
Asia,India,,Chennai (Madras),1,7,2011,76
Asia,India,,Chennai (Madras),1,8,2011,76.2
Asia,India,,Chennai (Madras),1,9,2011,77.4
Asia,India,,Chennai (Madras),1,10,2011,76.8
Asia,India,,Chennai (Madras),1,11,2011,76.3
Asia,India,,Chennai (Madras),1,12,2011,75.4
Asia,India,,Chennai (Madras),1,13,2011,74.6
Asia,India,,Chennai (Madras),1,14,2011,75.6
Asia,India,,Chennai (Madras),1,15,2011,75.8
Asia,India,,Chennai (Madras),1,16,2011,75.8
Asia,India,,Chennai (Madras),1,17,2011,76.1
Asia,India,,Chennai (Madras),1,18,2011,75
Asia,India,,Chennai (Madras),1,19,2011,74.9
Asia,India,,Chennai (Madras),1,20,2011,75.2
Asia,India,,Chennai (Madras),1,21,2011,75.6
Asia,India,,Chennai (Madras),1,22,2011,76.7
Asia,India,,Chennai (Madras),1,23,2011,76.7
Asia,India,,Chennai (Madras),1,24,2011,76.5
Asia,India,,Chennai (Madras),1,25,2011,76.7
Asia,India,,Chennai (Madras),1,26,2011,77.2
Asia,India,,Chennai (Madras),1,27,2011,77.4
Asia,India,,Chennai (Madras),1,28,2011,77.1
Asia,India,,Chennai (Madras),1,29,2011,77.8
Asia,India,,Chennai (Madras),1,30,2011,78.1
Asia,India,,Chennai (Madras),1,31,2011,77.3
Asia,India,,Chennai (Madras),2,1,2011,77.8
Asia,India,,Chennai (Madras),2,2,2011,78.4
Asia,India,,Chennai (Madras),2,3,2011,77.6
Asia,India,,Chennai (Madras),2,4,2011,76.4
Asia,India,,Chennai (Madras),2,5,2011,76.7
Asia,India,,Chennai (Madras),2,6,2011,76.7
Asia,India,,Chennai (Madras),2,7,2011,76.3
Asia,India,,Chennai (Madras),2,8,2011,75.7
Asia,India,,Chennai (Madras),2,9,2011,75.2
Asia,India,,Chennai (Madras),2,10,2011,75.4
Asia,India,,Chennai (Madras),2,11,2011,76.3
Asia,India,,Chennai (Madras),2,12,2011,76.3
Asia,India,,Chennai (Madras),2,13,2011,76.2
Asia,India,,Chennai (Madras),2,14,2011,77.3
Asia,India,,Chennai (Madras),2,15,2011,77.1
Asia,India,,Chennai (Madras),2,16,2011,79
Asia,India,,Chennai (Madras),2,17,2011,79.7
Asia,India,,Chennai (Madras),2,18,2011,80.7
Asia,India,,Chennai (Madras),2,19,2011,81.5
Asia,India,,Chennai (Madras),2,20,2011,81.5
Asia,India,,Chennai (Madras),2,21,2011,80.9
Asia,India,,Chennai (Madras),2,22,2011,78.8
Asia,India,,Chennai (Madras),2,23,2011,79.1
Asia,India,,Chennai (Madras),2,24,2011,79.9
Asia,India,,Chennai (Madras),2,25,2011,78.7
Asia,India,,Chennai (Madras),2,26,2011,78.4
Asia,India,,Chennai (Madras),2,27,2011,78.4
Asia,India,,Chennai (Madras),2,28,2011,79.3
Asia,India,,Chennai (Madras),3,1,2011,79.4
Asia,India,,Chennai (Madras),3,2,2011,77.6
Asia,India,,Chennai (Madras),3,3,2011,77.8
Asia,India,,Chennai (Madras),3,4,2011,77.1
Asia,India,,Chennai (Madras),3,5,2011,77.2
Asia,India,,Chennai (Madras),3,6,2011,78
Asia,India,,Chennai (Madras),3,7,2011,80.9
Asia,India,,Chennai (Madras),3,8,2011,83.9
Asia,India,,Chennai (Madras),3,9,2011,84.4
Asia,India,,Chennai (Madras),3,10,2011,82.3
Asia,India,,Chennai (Madras),3,11,2011,80.1
Asia,India,,Chennai (Madras),3,12,2011,81.7
Asia,India,,Chennai (Madras),3,13,2011,81.9
Asia,India,,Chennai (Madras),3,14,2011,81.4
Asia,India,,Chennai (Madras),3,15,2011,81.1
Asia,India,,Chennai (Madras),3,16,2011,80.9
Asia,India,,Chennai (Madras),3,17,2011,80.4
Asia,India,,Chennai (Madras),3,18,2011,80.6
Asia,India,,Chennai (Madras),3,19,2011,80.5
Asia,India,,Chennai (Madras),3,20,2011,81.6
Asia,India,,Chennai (Madras),3,21,2011,83
Asia,India,,Chennai (Madras),3,22,2011,83.4
Asia,India,,Chennai (Madras),3,23,2011,81.6
Asia,India,,Chennai (Madras),3,24,2011,82.3
Asia,India,,Chennai (Madras),3,25,2011,82.7
Asia,India,,Chennai (Madras),3,26,2011,82.9
Asia,India,,Chennai (Madras),3,27,2011,84
Asia,India,,Chennai (Madras),3,28,2011,83.7
Asia,India,,Chennai (Madras),3,29,2011,83.9
Asia,India,,Chennai (Madras),3,30,2011,83.8
Asia,India,,Chennai (Madras),3,31,2011,84.3
Asia,India,,Chennai (Madras),4,1,2011,86.4
Asia,India,,Chennai (Madras),4,2,2011,86.6
Asia,India,,Chennai (Madras),4,3,2011,86.7
Asia,India,,Chennai (Madras),4,4,2011,86.4
Asia,India,,Chennai (Madras),4,5,2011,85.8
Asia,India,,Chennai (Madras),4,6,2011,83.8
Asia,India,,Chennai (Madras),4,7,2011,82.9
Asia,India,,Chennai (Madras),4,8,2011,84.1
Asia,India,,Chennai (Madras),4,9,2011,84.7
Asia,India,,Chennai (Madras),4,10,2011,83.9
Asia,India,,Chennai (Madras),4,11,2011,84
Asia,India,,Chennai (Madras),4,12,2011,84.9
Asia,India,,Chennai (Madras),4,13,2011,85.6
Asia,India,,Chennai (Madras),4,14,2011,85.5
Asia,India,,Chennai (Madras),4,15,2011,85.2
Asia,India,,Chennai (Madras),4,16,2011,85.6
Asia,India,,Chennai (Madras),4,17,2011,85.5
Asia,India,,Chennai (Madras),4,18,2011,86.2
Asia,India,,Chennai (Madras),4,19,2011,87
Asia,India,,Chennai (Madras),4,20,2011,87
Asia,India,,Chennai (Madras),4,21,2011,84.4
Asia,India,,Chennai (Madras),4,22,2011,81.7
Asia,India,,Chennai (Madras),4,23,2011,81.3
Asia,India,,Chennai (Madras),4,24,2011,83
Asia,India,,Chennai (Madras),4,25,2011,82.7
Asia,India,,Chennai (Madras),4,26,2011,84.4
Asia,India,,Chennai (Madras),4,27,2011,85
Asia,India,,Chennai (Madras),4,28,2011,85.8
Asia,India,,Chennai (Madras),4,29,2011,88
Asia,India,,Chennai (Madras),4,30,2011,87.9
Asia,India,,Chennai (Madras),5,1,2011,87.5
Asia,India,,Chennai (Madras),5,2,2011,88.7
Asia,India,,Chennai (Madras),5,3,2011,90.3
Asia,India,,Chennai (Madras),5,4,2011,90.1
Asia,India,,Chennai (Madras),5,5,2011,91.5
Asia,India,,Chennai (Madras),5,6,2011,91.3
Asia,India,,Chennai (Madras),5,7,2011,92.9
Asia,India,,Chennai (Madras),5,8,2011,90.8
Asia,India,,Chennai (Madras),5,9,2011,90.9
Asia,India,,Chennai (Madras),5,10,2011,89.7
Asia,India,,Chennai (Madras),5,11,2011,89.4
Asia,India,,Chennai (Madras),5,12,2011,89.3
Asia,India,,Chennai (Madras),5,13,2011,87.8
Asia,India,,Chennai (Madras),5,14,2011,87.5
Asia,India,,Chennai (Madras),5,15,2011,87.3
Asia,India,,Chennai (Madras),5,16,2011,86.9
Asia,India,,Chennai (Madras),5,17,2011,88
Asia,India,,Chennai (Madras),5,18,2011,87.8
Asia,India,,Chennai (Madras),5,19,2011,88.4
Asia,India,,Chennai (Madras),5,20,2011,86.3
Asia,India,,Chennai (Madras),5,21,2011,86.5
Asia,India,,Chennai (Madras),5,22,2011,89.1
Asia,India,,Chennai (Madras),5,23,2011,89.5
Asia,India,,Chennai (Madras),5,24,2011,90
Asia,India,,Chennai (Madras),5,25,2011,89.3
Asia,India,,Chennai (Madras),5,26,2011,87
Asia,India,,Chennai (Madras),5,27,2011,90.3
Asia,India,,Chennai (Madras),5,28,2011,91.4
Asia,India,,Chennai (Madras),5,29,2011,91.9
Asia,India,,Chennai (Madras),5,30,2011,90.1
Asia,India,,Chennai (Madras),5,31,2011,89.2
Asia,India,,Chennai (Madras),6,1,2011,86.1
Asia,India,,Chennai (Madras),6,2,2011,88.9
Asia,India,,Chennai (Madras),6,3,2011,89.8
Asia,India,,Chennai (Madras),6,4,2011,91
Asia,India,,Chennai (Madras),6,5,2011,92.1
Asia,India,,Chennai (Madras),6,6,2011,88.1
Asia,India,,Chennai (Madras),6,7,2011,87.7
Asia,India,,Chennai (Madras),6,8,2011,89.2
Asia,India,,Chennai (Madras),6,9,2011,89.1
Asia,India,,Chennai (Madras),6,10,2011,90.1
Asia,India,,Chennai (Madras),6,11,2011,89.2
Asia,India,,Chennai (Madras),6,12,2011,90.7
Asia,India,,Chennai (Madras),6,13,2011,90.7
Asia,India,,Chennai (Madras),6,14,2011,85.6
Asia,India,,Chennai (Madras),6,15,2011,87.3
Asia,India,,Chennai (Madras),6,16,2011,89
Asia,India,,Chennai (Madras),6,17,2011,89.9
Asia,India,,Chennai (Madras),6,18,2011,91.5
Asia,India,,Chennai (Madras),6,19,2011,91.9
Asia,India,,Chennai (Madras),6,20,2011,90.6
Asia,India,,Chennai (Madras),6,21,2011,90.4
